Unnamed: 0,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group,Avg_Shop,Avg_Shop_Range
1692,Male,Yes,69.0,No,Executive,1.0,average,3.0,6.0,-2.403,6.237,10.264000000000001,-1.172,B,3.2319999999999998,-5
1693,Male,Yes,57.0,Yes,Artist,0.0,average,1.0,3.0,8.04,6.9639999999999995,8.241,2.1180000000000003,A,6.341,5-15
1694,Female,Yes,56.0,Yes,Artist,4.0,average,2.0,6.0,18.695999999999998,11.1,6.542999999999999,4.933,C,10.318,5-15
1695,Male,No,27.0,Yes,Healthcare,8.0,low,4.0,6.0,8.988,-1.9469999999999998,8.172,3.077,D,4.572,-5
1696,Male,No,21.0,No,Healthcare,0.0,low,6.0,4.0,2.653,2.8360000000000003,4.666,2.326,D,3.12,-5
1697,Female,Yes,71.0,Yes,Artist,0.0,high,4.0,1.0,0.092,3.4419999999999997,1.892,-1.033,B,1.0979999999999999,-5
1698,Female,No,39.0,Yes,Entertainment,8.0,low,4.0,4.0,6.678,3.155,-1.296,-0.331,D,2.052,-5
1699,Female,Yes,87.0,Yes,Lawyer,1.0,high,2.0,6.0,2.762,3.865,4.158,3.589,A,3.594,-5
1700,Male,Yes,40.0,No,Entertainment,6.0,average,3.0,3.0,1.102,5.732,2.428,4.3260000000000005,B,3.397,-5
1701,Male,No,32.0,Yes,Marketing,8.0,low,1.0,6.0,10.362,4.199,-2.467,6.343999999999999,D,4.61,-5
1702,Male,Yes,40.0,No,Executive,7.0,low,4.0,6.0,7.348,6.178,6.949,2.59,A,5.766,5-15
1703,Male,No,19.0,No,Healthcare,1.0,low,5.0,4.0,7.56,-4.426,1.621,1.3459999999999999,D,1.525,-5
1704,Female,No,31.0,Yes,Marketing,0.0,low,9.0,7.0,6.372000000000001,5.79,13.767999999999999,-5.321000000000001,D,5.152,5-15
1705,Male,No,31.0,No,Healthcare,1.0,low,4.0,6.0,-1.1740000000000002,3.49,4.989,-1.18,B,1.531,-5
1706,Female,Yes,43.0,No,Engineer,1.0,average,2.0,4.0,13.627,8.597000000000001,4.3660000000000005,1.597,D,7.047000000000001,5-15
1707,Male,No,35.0,No,Marketing,0.0,low,4.0,4.0,7.2410000000000005,11.064,1.761,0.883,D,5.237,5-15
1708,Female,Yes,46.0,Yes,Artist,8.0,average,2.0,6.0,13.95,5.638,5.71,-1.95,C,5.837000000000001,5-15
1709,Male,Yes,69.0,Yes,Artist,1.0,low,2.0,6.0,4.806,5.6770000000000005,4.1419999999999995,3.627,A,4.563,-5
1710,Male,Yes,69.0,Yes,Doctor,0.0,high,3.0,6.0,7.819,14.44,14.525,7.9,C,11.171,5-15
1711,Female,Yes,45.0,Yes,Entertainment,3.0,average,5.0,3.0,-0.23600000000000002,4.2589999999999995,1.004,-4.494,B,0.133,-5
1712,Male,Yes,38.0,Yes,Artist,0.0,low,4.0,6.0,10.607999999999999,3.495,8.135,6.897,A,7.284,5-15
1713,Male,Yes,39.0,Yes,Executive,5.0,high,3.0,6.0,22.249000000000002,4.626,5.888999999999999,3.503,C,9.067,5-15
1714,Male,Yes,65.0,Yes,Artist,4.0,low,3.0,6.0,-0.637,8.511000000000001,6.847,0.767,B,3.872,-5
1715,Female,No,23.0,No,Healthcare,2.0,low,5.0,6.0,9.355,5.648,1.973,12.005,D,7.245,5-15
1716,Male,Yes,84.0,Yes,Entertainment,0.0,high,2.0,6.0,5.0680000000000005,8.544,9.093,3.888,D,6.648,5-15
1717,Male,Yes,35.0,Yes,Artist,5.0,average,2.0,6.0,5.859,10.949000000000002,11.347999999999999,5.1370000000000005,C,8.323,5-15
1718,Male,No,30.0,No,Executive,1.0,average,4.0,6.0,7.391,1.189,-0.341,9.687000000000001,D,4.482,-5
1719,Male,No,23.0,No,Healthcare,0.0,low,2.0,4.0,7.897,5.06,11.366,8.647,D,8.242,5-15
1720,Female,No,41.0,Yes,Artist,3.0,low,3.0,6.0,7.607,0.774,7.457000000000001,2.1830000000000003,D,4.505,-5
1721,Male,Yes,50.0,Yes,Executive,4.0,high,3.0,6.0,8.486,7.94,11.706,3.509,C,7.91,5-15
1722,Male,Yes,50.0,Yes,Executive,0.0,high,4.0,6.0,7.925,4.726,3.375,5.346,A,5.343,5-15
1723,Female,No,28.0,Yes,Homemaker,8.0,low,1.0,6.0,10.286,4.107,6.853,4.796,D,6.51,5-15
1724,Female,Yes,37.0,Yes,Doctor,1.0,average,2.0,6.0,9.635,7.297999999999999,11.415999999999999,11.637,C,9.996,5-15
1725,Female,No,40.0,Yes,Healthcare,1.0,low,5.0,2.0,7.023,5.438,3.48,7.965,A,5.976,5-15
1726,Male,Yes,43.0,No,Executive,3.0,low,3.0,6.0,0.569,6.766,2.082,-1.115,B,2.076,-5
1727,Male,Yes,73.0,No,Executive,1.0,average,2.0,4.0,6.959,6.1770000000000005,8.4,4.039,D,6.394,5-15
1728,Female,No,19.0,No,Healthcare,0.0,low,3.0,6.0,15.14,3.9730000000000003,8.978,0.371,D,7.1160000000000005,5-15
1729,Male,Yes,50.0,Yes,Executive,1.0,high,3.0,6.0,11.064,6.609,11.974,9.677,C,9.831,5-15
1730,Female,Yes,32.0,Yes,Artist,4.0,high,2.0,6.0,18.814,7.874,17.667,6.79,C,12.786,5-15
1731,Male,No,43.0,Yes,Doctor,1.0,low,4.0,6.0,4.041,5.501,1.3880000000000001,3.83,A,3.69,-5
1732,Female,No,33.0,Yes,Artist,5.0,low,2.0,4.0,6.843999999999999,8.579,8.092,0.171,B,5.922000000000001,5-15
1733,Male,Yes,61.0,Yes,Artist,1.0,average,3.0,3.0,15.447000000000001,8.818,8.077,16.787,C,12.282,5-15
1734,Female,Yes,70.0,Yes,Doctor,0.0,average,2.0,6.0,15.866,11.504000000000001,10.453,6.9670000000000005,C,11.198,5-15
1735,Male,Yes,66.0,Yes,Artist,1.0,average,3.0,6.0,4.857,7.382000000000001,5.631,-2.759,B,3.778,-5
1736,Female,Yes,72.0,Yes,Artist,0.0,low,1.0,6.0,10.85,10.415999999999999,10.841,11.06,C,10.792,5-15
1737,Male,Yes,71.0,Yes,Artist,0.0,high,2.0,6.0,4.303,3.1630000000000003,-0.501,1.117,B,2.021,-5
1738,Male,No,18.0,No,Healthcare,8.0,low,9.0,6.0,6.877000000000001,4.44,9.39,4.4510000000000005,D,6.29,5-15
1739,Male,Yes,33.0,No,Artist,1.0,average,2.0,4.0,0.527,4.352,4.527,-2.245,B,1.79,-5
1740,Male,No,28.0,Yes,Artist,9.0,average,1.0,6.0,3.737,6.716,0.043,3.7689999999999997,A,3.5660000000000003,-5
1741,Female,Yes,27.0,Yes,Marketing,11.0,average,2.0,6.0,5.412999999999999,8.683,5.505,3.5469999999999997,A,5.787000000000001,5-15
1742,Male,Yes,63.0,Yes,Artist,0.0,average,7.0,6.0,4.084,1.525,8.649,10.555,C,6.202999999999999,5-15
1743,Male,Yes,70.0,Yes,Lawyer,0.0,high,3.0,6.0,4.702,2.2640000000000002,5.763999999999999,4.4110000000000005,A,4.285,-5
1744,Female,No,26.0,Yes,Healthcare,10.0,low,1.0,6.0,10.988,7.507999999999999,8.507,1.7469999999999999,D,7.188,5-15
1745,Male,Yes,36.0,No,Entertainment,1.0,low,2.0,4.0,5.449,4.942,4.61,1.739,A,4.185,-5
1746,Female,Yes,47.0,Yes,Artist,0.0,low,3.0,6.0,15.39,10.373,9.525,6.455,C,10.436,5-15
1747,Male,No,28.0,No,Entertainment,9.0,low,2.0,6.0,7.49,3.573,5.414,4.98,A,5.364,5-15
1748,Female,No,26.0,Yes,Entertainment,1.0,low,5.0,6.0,14.879000000000001,9.902999999999999,19.83,14.829,C,14.86,5-15
1749,Male,Yes,65.0,No,Lawyer,1.0,average,2.0,3.0,1.138,1.13,8.612,-0.013000000000000001,B,2.717,-5
1750,Male,No,20.0,No,Marketing,1.0,low,3.0,4.0,8.307,5.435,0.61,4.0569999999999995,D,4.602,-5
1751,Male,Yes,30.0,Yes,Artist,0.0,average,2.0,6.0,13.683,17.899,18.173,13.334000000000001,C,15.772,15+
1752,Male,No,41.0,Yes,Entertainment,8.0,average,2.0,6.0,6.645,4.667,5.494,4.2780000000000005,A,5.271,5-15
1753,Female,No,40.0,Yes,Doctor,1.0,low,1.0,6.0,6.301,4.7860000000000005,7.337000000000001,4.711,A,5.784,5-15
1754,Female,Yes,47.0,No,Engineer,1.0,average,4.0,4.0,6.343,-0.392,1.508,-2.131,B,1.3319999999999999,-5
1755,Male,Yes,40.0,Yes,Entertainment,2.0,average,5.0,6.0,7.138999999999999,3.7230000000000003,9.205,-0.2,A,4.967,-5
1756,Female,Yes,53.0,No,Engineer,0.0,average,3.0,6.0,7.171,7.915,4.91,2.9330000000000003,A,5.732,5-15
1757,Female,No,28.0,Yes,Homemaker,1.0,low,2.0,4.0,1.5659999999999998,5.102,7.882000000000001,-0.606,B,3.486,-5
1758,Male,Yes,60.0,Yes,Artist,1.0,low,2.0,6.0,6.482,5.113,9.908,6.6610000000000005,A,7.041,5-15
1759,Female,No,27.0,Yes,Artist,8.0,average,1.0,6.0,4.76,5.992999999999999,5.47,3.5269999999999997,A,4.938,-5
1760,Male,Yes,43.0,Yes,Artist,2.0,low,2.0,6.0,5.8629999999999995,-0.935,5.388999999999999,4.155,B,3.6180000000000003,-5
1761,Female,No,33.0,Yes,Homemaker,7.0,low,3.0,2.0,16.993,9.308,4.4639999999999995,11.363,C,10.532,5-15
1762,Male,Yes,56.0,Yes,Entertainment,0.0,average,2.0,6.0,10.158999999999999,4.502,6.026,3.055,C,5.935,5-15
1763,Male,Yes,70.0,Yes,Executive,1.0,high,2.0,6.0,11.9,8.283999999999999,3.873,10.943,C,8.75,5-15
1764,Male,Yes,70.0,No,Doctor,1.0,high,2.0,6.0,4.031000000000001,3.267,5.815,1.048,D,3.54,-5
1765,Male,Yes,73.0,No,Executive,1.0,high,3.0,6.0,18.026,4.739,12.630999999999998,7.0920000000000005,C,10.622,5-15
1766,Female,Yes,38.0,Yes,Entertainment,1.0,average,2.0,6.0,4.284,5.608,3.972,4.16,A,4.506,-5
1767,Female,No,40.0,Yes,Engineer,6.0,low,3.0,6.0,10.96,5.171,2.404,8.696,D,6.808,5-15
1768,Male,Yes,88.0,No,Executive,1.0,low,3.0,6.0,1.81,7.662999999999999,4.93,-2.295,D,3.0269999999999997,-5
1769,Female,No,29.0,Yes,Healthcare,1.0,low,4.0,6.0,17.304000000000002,10.305,9.738,5.724,D,10.767999999999999,5-15
1770,Male,Yes,27.0,Yes,Executive,1.0,high,2.0,6.0,5.272,5.474,9.478,1.656,A,5.47,5-15
1771,Female,Yes,40.0,Yes,Engineer,0.0,average,2.0,6.0,2.8480000000000003,4.944,4.5169999999999995,-2.015,B,2.573,-5
1772,Male,Yes,82.0,Yes,Lawyer,1.0,average,1.0,6.0,6.9879999999999995,8.019,1.963,1.6880000000000002,A,4.664,-5
1773,Female,No,38.0,Yes,Artist,7.0,low,1.0,6.0,7.207999999999999,4.004,6.175,-1.145,B,4.06,-5
1774,Male,Yes,39.0,Yes,Doctor,0.0,average,3.0,6.0,2.988,6.4,5.127000000000001,0.26,B,3.694,-5
1775,Male,Yes,39.0,Yes,Artist,0.0,average,2.0,2.0,16.053,13.309000000000001,10.333,5.86,C,11.389000000000001,5-15
1776,Male,No,47.0,Yes,Artist,0.0,low,1.0,6.0,6.455,3.3160000000000003,6.028,-0.843,A,3.739,-5
1777,Male,Yes,75.0,Yes,Lawyer,0.0,high,2.0,6.0,4.34,6.723,5.18,3.509,A,4.938,-5
1778,Female,Yes,37.0,No,Marketing,0.0,low,4.0,6.0,12.538,5.2170000000000005,-0.02,1.357,D,4.773,-5
1779,Male,Yes,84.0,No,Lawyer,1.0,high,2.0,6.0,5.782,6.614,5.587999999999999,4.12,A,5.526,5-15
1780,Female,No,40.0,Yes,Entertainment,6.0,low,2.0,6.0,5.095,4.578,4.77,3.944,A,4.5969999999999995,-5
1781,Male,Yes,39.0,Yes,Doctor,0.0,average,2.0,1.0,14.215,-1.73,3.6660000000000004,7.615,D,5.942,5-15
1782,Male,Yes,42.0,Yes,Artist,0.0,average,2.0,6.0,5.05,5.369,3.471,7.67,B,5.39,5-15
1783,Female,No,52.0,Yes,Doctor,1.0,low,1.0,4.0,4.599,5.269,3.4210000000000003,-1.766,B,2.8810000000000002,-5
1784,Male,No,52.0,No,Artist,5.0,low,1.0,6.0,-2.9160000000000004,6.532,2.498,-2.736,B,0.8440000000000001,-5
1785,Male,No,31.0,Yes,Entertainment,0.0,average,4.0,6.0,9.576,7.364,3.73,6.5729999999999995,D,6.811,5-15
1786,Male,Yes,37.0,Yes,Marketing,1.0,average,2.0,6.0,8.026,4.125,9.363999999999999,3.41,D,6.231,5-15
1787,Male,Yes,79.0,Yes,Artist,0.0,high,2.0,6.0,9.234,9.912,5.4079999999999995,1.5019999999999998,C,6.513999999999999,5-15
1788,Female,No,28.0,Yes,Doctor,1.0,low,4.0,6.0,13.74,10.044,12.155,7.864,C,10.950999999999999,5-15
1789,Male,No,31.0,No,Healthcare,0.0,average,4.0,6.0,6.622999999999999,9.892999999999999,9.347000000000001,4.544,D,7.602,5-15
1790,Male,Yes,88.0,No,Executive,0.0,high,3.0,6.0,12.382,11.009,7.962999999999999,-6.273,D,6.27,5-15
1791,Female,No,51.0,Yes,Entertainment,4.0,low,1.0,6.0,7.815,3.1689999999999996,6.345,4.765,A,5.524,5-15
1792,Male,Yes,38.0,Yes,Entertainment,1.0,low,2.0,6.0,-2.4019999999999997,6.832000000000001,0.877,-6.252999999999999,D,-0.23600000000000002,-5
1793,Female,Yes,53.0,Yes,Artist,0.0,average,2.0,3.0,-1.113,4.835,1.0070000000000001,2.1719999999999997,B,1.725,-5
1794,Female,No,43.0,Yes,Artist,8.0,low,2.0,6.0,3.324,-0.275,4.218,1.54,B,2.202,-5
1795,Male,Yes,55.0,No,Executive,0.0,low,2.0,6.0,6.178999999999999,6.928999999999999,6.432,2.553,A,5.523,5-15
1796,Male,No,35.0,Yes,Artist,4.0,low,2.0,6.0,2.62,5.037,3.443,1.204,A,3.076,-5
1797,Female,Yes,25.0,No,Engineer,1.0,average,2.0,4.0,5.485,2.184,6.702999999999999,5.29,A,4.916,-5
1798,Male,Yes,58.0,Yes,Artist,6.0,average,4.0,6.0,2.614,12.33,4.954,11.829,C,7.932,5-15
1799,Female,No,32.0,Yes,Doctor,1.0,low,6.0,6.0,11.522,7.38,6.994,1.682,D,6.894,5-15
1800,Female,Yes,49.0,No,Artist,1.0,average,4.0,3.0,9.689,8.258,12.125,3.327,C,8.35,5-15
1801,Female,Yes,53.0,No,Entertainment,9.0,high,2.0,6.0,4.6530000000000005,5.855,7.452999999999999,2.617,A,5.144,5-15
1802,Female,Yes,31.0,No,Engineer,9.0,average,4.0,6.0,7.83,3.259,8.302999999999999,3.259,A,5.662999999999999,5-15
1803,Male,No,39.0,Yes,Artist,1.0,low,2.0,6.0,5.687,3.051,1.922,2.039,B,3.175,-5
1804,Male,No,42.0,Yes,Entertainment,1.0,low,1.0,6.0,7.225,5.5,2.9210000000000003,0.45399999999999996,A,4.025,-5
1805,Male,No,20.0,No,Healthcare,1.0,low,5.0,2.0,13.287,5.256,5.917000000000001,2.334,D,6.6979999999999995,5-15
1806,Male,Yes,50.0,Yes,Entertainment,1.0,low,2.0,6.0,2.861,5.257000000000001,2.531,5.501,A,4.038,-5
1807,Male,No,26.0,No,Doctor,0.0,low,6.0,2.0,1.882,2.759,7.23,-2.394,B,2.369,-5
1808,Male,Yes,46.0,Yes,Artist,1.0,average,3.0,6.0,9.493,11.799000000000001,7.035,18.26,C,11.647,5-15
1809,Male,No,30.0,Yes,Doctor,0.0,low,2.0,3.0,9.834,7.31,6.044,3.39,A,6.644,5-15
1810,Female,Yes,60.0,Yes,Doctor,6.0,average,2.0,6.0,16.658,17.354,4.709,7.285,C,11.502,5-15
1811,Male,Yes,84.0,No,Lawyer,0.0,low,1.0,6.0,9.209,3.8089999999999997,-2.384,1.675,D,3.077,-5
1812,Female,No,37.0,Yes,Homemaker,1.0,low,1.0,6.0,13.948,6.347,3.548,0.627,D,6.117999999999999,5-15
1813,Male,Yes,63.0,Yes,Artist,6.0,low,1.0,6.0,1.9069999999999998,1.043,7.141,-1.173,B,2.23,-5
1814,Female,No,38.0,Yes,Healthcare,0.0,low,2.0,6.0,7.314,3.178,6.7620000000000005,6.189,D,5.861000000000001,5-15
1815,Male,Yes,51.0,Yes,Entertainment,0.0,average,4.0,6.0,6.1979999999999995,3.135,10.999,5.6,C,6.483,5-15
1816,Male,No,20.0,No,Healthcare,0.0,low,4.0,6.0,7.99,1.5119999999999998,1.655,9.968,D,5.281000000000001,5-15
1817,Female,No,25.0,No,Healthcare,14.0,low,3.0,6.0,11.659,1.953,5.756,1.7719999999999998,D,5.285,5-15
1818,Female,No,33.0,Yes,Doctor,0.0,low,5.0,6.0,0.01,3.676,11.610999999999999,3.818,D,4.779,-5
1819,Female,No,31.0,No,Engineer,0.0,low,1.0,6.0,5.926,4.751,1.0979999999999999,4.061,D,3.9589999999999996,-5
1820,Male,Yes,57.0,Yes,Healthcare,1.0,low,3.0,6.0,-2.639,0.135,0.318,1.442,B,-0.18600000000000003,-5
1821,Male,Yes,42.0,Yes,Artist,1.0,low,4.0,6.0,7.01,7.124,5.874,-2.376,B,4.408,-5
1822,Male,Yes,66.0,No,Lawyer,0.0,high,3.0,6.0,1.063,3.958,2.569,3.3489999999999998,B,2.735,-5
1823,Male,No,21.0,No,Homemaker,0.0,low,4.0,3.0,2.7910000000000004,8.96,6.468999999999999,3.17,A,5.348,5-15
1824,Male,Yes,73.0,No,Executive,1.0,high,2.0,6.0,1.101,9.106,2.517,-1.71,B,2.7539999999999996,-5
1825,Female,Yes,46.0,Yes,Artist,0.0,low,2.0,6.0,11.362,4.396,17.305999999999997,19.773,C,13.209000000000001,5-15
1826,Female,Yes,66.0,Yes,Artist,0.0,average,2.0,6.0,7.44,8.253,8.347000000000001,9.068999999999999,C,8.277000000000001,5-15
1827,Male,Yes,27.0,Yes,Doctor,0.0,average,2.0,5.0,14.504000000000001,14.255999999999998,7.827000000000001,1.814,D,9.6,5-15
1828,Female,Yes,35.0,Yes,Homemaker,1.0,average,3.0,3.0,8.558,6.145,8.273,9.851,D,8.207,5-15
1829,Female,Yes,53.0,No,Artist,1.0,high,4.0,6.0,6.9079999999999995,0.16399999999999998,6.309,8.06,A,5.36,5-15
1830,Male,Yes,80.0,No,Lawyer,8.0,low,1.0,6.0,13.43,9.532,4.03,0.922,D,6.978,5-15
1831,Female,Yes,63.0,Yes,Artist,1.0,average,3.0,6.0,14.949000000000002,9.376,14.133,9.092,C,11.888,5-15
1832,Female,No,41.0,Yes,Doctor,9.0,low,1.0,4.0,3.475,5.144,3.957,4.999,A,4.394,-5
1833,Male,Yes,43.0,Yes,Artist,1.0,average,4.0,6.0,8.894,5.692,5.5360000000000005,8.633,C,7.189,5-15
1834,Female,No,18.0,No,Marketing,9.0,low,5.0,3.0,4.811,8.794,7.38,-2.697,B,4.572,-5
1835,Female,No,33.0,Yes,Entertainment,1.0,low,4.0,6.0,1.156,3.93,7.757999999999999,7.631,B,5.119,5-15
1836,Male,No,30.0,No,Engineer,9.0,low,3.0,4.0,15.295,3.4730000000000003,2.931,1.5619999999999998,D,5.815,5-15
1837,Male,Yes,85.0,Yes,Executive,1.0,high,2.0,6.0,12.770999999999999,11.128,4.217,0.821,D,7.234,5-15
1838,Female,Yes,46.0,Yes,Artist,1.0,high,3.0,6.0,10.057,10.331,5.124,10.355,C,8.967,5-15
1839,Male,Yes,80.0,Yes,Lawyer,1.0,high,2.0,6.0,-0.713,3.284,5.193,-2.255,B,1.3769999999999998,-5
1840,Male,No,33.0,Yes,Artist,8.0,low,3.0,5.0,5.792000000000001,6.21,3.72,3.515,A,4.809,-5
1841,Female,Yes,40.0,Yes,Artist,4.0,high,7.0,6.0,7.109,8.969,3.3139999999999996,14.542,C,8.484,5-15
1842,Male,Yes,27.0,No,Entertainment,3.0,average,2.0,6.0,10.679,0.976,1.5919999999999999,2.72,B,3.992,-5
1843,Male,No,28.0,No,Healthcare,0.0,low,5.0,4.0,1.306,2.262,0.89,-3.53,B,0.23199999999999998,-5
1844,Female,Yes,35.0,Yes,Doctor,0.0,average,3.0,3.0,8.345,6.577000000000001,1.568,4.106,A,5.149,5-15
1845,Male,No,26.0,Yes,Entertainment,1.0,low,3.0,6.0,6.528,4.124,4.5569999999999995,-0.8190000000000001,D,3.597,-5
1846,Female,Yes,39.0,Yes,Homemaker,1.0,average,3.0,3.0,4.327,8.316,6.935,2.795,A,5.593,5-15
1847,Female,Yes,56.0,Yes,Artist,1.0,high,4.0,2.0,3.766,2.119,0.017,4.072,B,2.494,-5
1848,Female,No,26.0,Yes,Artist,13.0,low,2.0,6.0,-0.12300000000000001,5.244,3.688,-1.896,B,1.7280000000000002,-5
1849,Male,Yes,31.0,Yes,Entertainment,4.0,low,2.0,6.0,4.869,0.8420000000000001,2.074,-3.029,B,1.189,-5
1850,Male,Yes,39.0,No,Entertainment,1.0,average,4.0,4.0,8.283,3.037,5.688,0.028999999999999998,A,4.2589999999999995,-5
1851,Female,No,51.0,Yes,Artist,0.0,average,1.0,6.0,9.859,9.353,10.26,7.315,C,9.197000000000001,5-15
1852,Female,No,33.0,Yes,Homemaker,11.0,low,3.0,6.0,0.35700000000000004,4.842,7.066,3.478,D,3.9360000000000004,-5
1853,Female,Yes,80.0,Yes,Lawyer,1.0,high,2.0,6.0,4.967,4.32,3.127,1.034,A,3.362,-5
1854,Male,Yes,77.0,Yes,Executive,1.0,low,1.0,6.0,7.37,-1.187,1.538,3.7430000000000003,D,2.866,-5
1855,Female,No,40.0,No,Healthcare,1.0,low,5.0,4.0,12.74,4.649,4.876,5.933,D,7.05,5-15
1856,Female,Yes,33.0,No,Engineer,7.0,average,5.0,4.0,1.06,-1.062,-0.374,-1.255,B,-0.408,-5
1857,Male,No,29.0,No,Artist,1.0,low,3.0,2.0,4.353,5.176,6.295,6.127000000000001,A,5.4879999999999995,5-15
1858,Female,No,20.0,No,Healthcare,1.0,low,3.0,6.0,7.7139999999999995,3.443,5.62,2.39,D,4.792,-5
1859,Male,Yes,43.0,Yes,Artist,1.0,low,2.0,3.0,-5.006,2.74,5.2379999999999995,-1.95,B,0.255,-5
1860,Female,No,18.0,No,Healthcare,1.0,low,3.0,6.0,7.312,5.084,1.074,1.989,D,3.865,-5
1861,Male,Yes,53.0,Yes,Artist,3.0,average,3.0,6.0,7.098,7.729,9.745,-0.187,B,6.096,5-15
1862,Male,Yes,28.0,Yes,Entertainment,3.0,average,3.0,7.0,8.746,1.7080000000000002,5.899,-1.994,B,3.59,-5
1863,Female,No,43.0,Yes,Entertainment,1.0,low,4.0,4.0,6.79,7.061,2.935,4.404,A,5.297000000000001,5-15
1864,Male,No,31.0,Yes,Entertainment,1.0,low,3.0,6.0,9.833,-0.941,3.1460000000000004,0.794,D,3.208,-5
1865,Female,No,28.0,Yes,Healthcare,1.0,low,2.0,3.0,15.745,3.661,0.125,11.470999999999998,D,7.75,5-15
1866,Male,Yes,65.0,Yes,Artist,1.0,low,2.0,6.0,7.478,5.043,3.6489999999999996,3.287,A,4.864,-5
1867,Male,Yes,33.0,Yes,Artist,0.0,average,2.0,6.0,2.31,1.34,6.395,-3.227,B,1.704,-5
1868,Male,Yes,49.0,Yes,Artist,0.0,average,6.0,6.0,12.414000000000001,9.741,16.866,10.565999999999999,C,12.397,5-15
1869,Male,No,33.0,No,Healthcare,1.0,low,4.0,6.0,10.565,7.473,12.513,10.687999999999999,C,10.31,5-15
1870,Male,Yes,53.0,Yes,Artist,6.0,average,2.0,6.0,14.027999999999999,4.398,13.640999999999998,7.747999999999999,C,9.954,5-15
1871,Male,No,31.0,No,Entertainment,1.0,low,7.0,4.0,8.726,0.973,-5.962000000000001,0.331,D,1.0170000000000001,-5
1872,Male,No,31.0,No,Healthcare,1.0,low,7.0,6.0,7.906000000000001,3.765,11.735,2.946,D,6.587999999999999,5-15
1873,Female,No,30.0,Yes,Healthcare,1.0,low,2.0,3.0,3.069,4.294,3.634,4.542,A,3.885,-5
1874,Male,Yes,63.0,Yes,Entertainment,1.0,average,2.0,6.0,17.065,14.978,15.196,5.416,C,13.164000000000001,5-15
1875,Male,Yes,69.0,No,Executive,9.0,average,2.0,6.0,2.146,4.705,4.427,2.458,B,3.4339999999999997,-5
1876,Male,No,29.0,Yes,Engineer,0.0,low,4.0,3.0,7.013,6.309,-0.019,8.892000000000001,D,5.5489999999999995,5-15
1877,Female,Yes,56.0,No,Engineer,1.0,average,5.0,6.0,1.929,6.707999999999999,0.055999999999999994,2.272,B,2.741,-5
1878,Female,Yes,72.0,Yes,Artist,1.0,average,3.0,6.0,0.7190000000000001,6.725,-0.509,1.7409999999999999,B,2.169,-5
1879,Male,Yes,88.0,No,Lawyer,1.0,low,1.0,2.0,5.392,3.282,4.834,4.606,A,4.5280000000000005,-5
1880,Male,No,30.0,No,Engineer,1.0,low,4.0,6.0,4.117,10.91,2.161,2.85,D,5.01,5-15
1881,Female,No,31.0,Yes,Healthcare,1.0,low,4.0,2.0,2.2430000000000003,3.7230000000000003,-0.061,-2.7510000000000003,B,0.789,-5
1882,Male,No,41.0,Yes,Artist,2.0,average,3.0,6.0,2.2880000000000003,5.97,6.1339999999999995,5.027,A,4.855,-5
1883,Female,No,31.0,Yes,Healthcare,9.0,low,7.0,5.0,14.58,6.565,7.886,-0.649,D,7.095,5-15
1884,Male,No,20.0,No,Healthcare,1.0,low,5.0,3.0,6.611000000000001,0.052000000000000005,6.358,8.501,D,5.38,5-15
1885,Female,Yes,26.0,No,Marketing,7.0,high,3.0,4.0,7.622999999999999,4.954,0.775,7.584,A,5.234,5-15
1886,Male,Yes,48.0,No,Entertainment,1.0,average,5.0,6.0,6.04,8.982999999999999,5.686,12.139000000000001,C,8.212,5-15
1887,Male,No,26.0,No,Healthcare,1.0,low,3.0,5.0,8.419,-1.588,-0.45,0.39399999999999996,D,1.694,-5
1888,Male,No,20.0,No,Healthcare,1.0,low,4.0,6.0,12.818,3.5639999999999996,10.012,4.112,D,7.626,5-15
1889,Male,Yes,41.0,Yes,Artist,4.0,low,4.0,6.0,2.7030000000000003,2.765,6.787000000000001,4.975,A,4.308,-5
1890,Male,Yes,63.0,Yes,Homemaker,1.0,low,3.0,6.0,7.148,5.443,5.894,2.931,B,5.354,5-15
1891,Male,Yes,88.0,Yes,Executive,1.0,low,1.0,6.0,6.597,7.25,14.270999999999999,-4.708,D,5.853,5-15
1892,Female,No,39.0,Yes,Engineer,1.0,low,3.0,6.0,3.758,3.9810000000000003,7.156000000000001,1.656,B,4.138,-5
1893,Male,Yes,55.0,No,Engineer,1.0,high,4.0,6.0,6.221,3.125,2.57,1.8869999999999998,A,3.451,-5
1894,Male,No,32.0,Yes,Healthcare,1.0,low,3.0,6.0,11.013,1.1179999999999999,7.351,2.157,D,5.41,5-15
1895,Male,No,32.0,Yes,Entertainment,1.0,low,3.0,6.0,0.892,0.43799999999999994,5.877999999999999,10.28,D,4.372,-5
1896,Female,Yes,38.0,Yes,Artist,0.0,average,3.0,6.0,5.048,5.431,5.629,4.37,A,5.119,5-15
1897,Male,No,18.0,No,Healthcare,1.0,average,5.0,4.0,11.797,3.4539999999999997,6.733,1.5430000000000001,D,5.882000000000001,5-15
1898,Male,Yes,67.0,No,Executive,1.0,high,2.0,6.0,9.652999999999999,2.102,8.616,4.194,D,6.141,5-15
1899,Female,Yes,42.0,Yes,Artist,9.0,low,2.0,6.0,7.228,5.31,5.709,7.656000000000001,B,6.476,5-15
