ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
467911.0,Male,Yes,61.0,Yes,Healthcare,1.0,Low,4.0,6.0,12.321,4.12,5.871,-1.897,D
462981.0,Female,No,26.0,No,Homemaker,8.0,Low,1.0,6.0,17.105,5.751,5.62,7.613,D
463055.0,Female,No,27.0,Yes,Doctor,1.0,Low,4.0,4.0,0.991,4.847,6.999,4.275,B
461884.0,Female,Yes,40.0,Yes,Artist,0.0,Low,2.0,6.0,2.193,1.824,4.77,-3.245,B
467834.0,Female,No,23.0,No,Healthcare,0.0,Low,4.0,2.0,12.028,11.127,11.215,6.856,D
463019.0,Male,Yes,45.0,Yes,Executive,0.0,High,4.0,6.0,0.66,1.346,-5.421,5.457,B
466996.0,Female,No,37.0,Yes,Artist,9.0,Low,1.0,6.0,9.469,3.856,0.655,3.02,A
463026.0,Male,Yes,28.0,Yes,Doctor,,average,2.0,6.0,3.802,6.412,4.472,0.103,D
459479.0,Male,Yes,70.0,No,Marketing,1.0,Low,2.0,6.0,3.058,3.572,4.151,3.365,A
465565.0,Male,Yes,37.0,Yes,Artist,1.0,Average,2.0,6.0,16.907,18.787,7.498,11.476,C
459523.0,Female,No,19.0,No,Doctor,1.0,Low,4.0,6.0,9.758,13.627,6.473,8.992,D
464707.0,Male,Yes,48.0,No,,1.0,Average,4.0,4.0,4.942,9.051,8.901,5.714,A
466796.0,Male,,56.0,Yes,Artist,0.0,Average,5.0,6.0,5.6,6.13,2.037,7.834,A
462977.0,Male,Yes,36.0,No,Artist,,Average,3.0,,5.608,6.274,6.715,0.112,B
462369.0,Male,Yes,63.0,No,Entertainment,1.0,average,5.0,6.0,13.557,12.54,10.945,1.345,C
463053.0,Female,Yes,68.0,Yes,Artist,1.0,Average,2.0,6.0,7.111,14.768,7.693,8.561,C
462139.0,Female,No,27.0,Yes,Healthcare,1.0,average,4.0,2.0,7.514,11.115,3.742,1.268,C
460922.0,Male,No,30.0,Yes,Entertainment,1.0,Low,3.0,6.0,4.215,6.496,1.805,0.192,D
463706.0,Female,No,33.0,Yes,Doctor,0.0,Low,3.0,6.0,3.07,2.608,11.469,6.424,D
465703.0,Male,Yes,25.0,No,Entertainment,2.0,Low,2.0,4.0,3.494,2.788,3.721,4.143,A
462796.0,Female,No,37.0,Yes,Entertainment,1.0,,2.0,7.0,15.649,6.584,-0.904,7.141,C
459558.0,Male,No,30.0,Yes,Entertainment,0.0,Low,3.0,6.0,10.131,4.809,6.814,7.115,D
459716.0,Female,Yes,66.0,Yes,Engineer,8.0,Average,2.0,6.0,13.7,5.774,11.293,0.796,C
460599.0,Female,No,31.0,No,Engineer,0.0,Low,1.0,3.0,6.737,7.396,13.648,0.772,D
465775.0,Female,No,31.0,Yes,Engineer,9.0,Low,3.0,6.0,8.725,3.816,10.185,4.518,D
465392.0,Female,Yes,45.0,Yes,Artist,8.0,High,5.0,6.0,9.916,5.981,15.906,1.148,C
464783.0,Male,Yes,42.0,No,Entertainment,0.0,Low,3.0,4.0,7.967,7.147,7.361,7.05,A
459439.0,Female,Yes,46.0,Yes,Artist,1.0,Average,2.0,6.0,5.02,3.797,3.612,7.953,A
464356.0,Female,Yes,76.0,Yes,Lawyer,1.0,High,2.0,6.0,4.655,1.717,7.996,5.262,B
459881.0,Male,No,25.0,Yes,Healthcare,8.0,Low,4.0,,7.392,3.107,2.98,0.856,D
461772.0,Female,Yes,41.0,Yes,Engineer,1.0,Average,3.0,4.0,1.388,2.688,0.862,-2.518,B
460551.0,Male,Yes,49.0,Yes,Engineer,0.0,Average,2.0,3.0,17.671,8.731,5.429,14.541,C
466047.0,Male,No,32.0,No,,0.0,Low,5.0,4.0,2.547,-2.617,5.038,7.594,A
462248.0,Male,Yes,55.0,No,Artist,0.0,Low,2.0,6.0,-1.056,5.741,5.662,0.776,B
465011.0,Male,Yes,66.0,Yes,Executive,3.0,High,2.0,6.0,9.682,15.474,10.71,2.882,C
467898.0,Female,Yes,68.0,Yes,Artist,0.0,Low,1.0,6.0,13.623,11.216,7.467,3.026,C
461035.0,Male,No,,No,,7.0,Low,,3.0,7.943,2.077,0.963,3.749,D
465382.0,Female,No,39.0,Yes,Artist,0.0,average,,6.0,6.233,1.38,4.363,3.427,B
464460.0,Female,No,26.0,Yes,Healthcare,1.0,Low,2.0,6.0,6.301,3.423,5.535,5.773,D
466291.0,Male,No,22.0,No,Healthcare,,Low,,4.0,2.321,0.218,10.65,-0.116,D
461397.0,Male,No,20.0,No,Healthcare,0.0,Low,4.0,6.0,8.046,3.601,13.397,6.602,D
464302.0,Female,Yes,50.0,Yes,Doctor,1.0,Low,3.0,6.0,4.798,1.773,3.03,1.18,B
465458.0,Female,Yes,84.0,Yes,Artist,1.0,High,2.0,6.0,6.343,6.034,7.285,3.624,A
467276.0,Male,No,43.0,Yes,Artist,12.0,Low,5.0,6.0,15.924,15.762,12.253,9.737,C
461129.0,Female,Yes,63.0,Yes,Entertainment,0.0,Average,4.0,6.0,-1.48,9.918,1.967,-0.228,B
467406.0,Male,No,37.0,Yes,Entertainment,9.0,Low,1.0,6.0,6.156,3.201,7.825,3.356,D
463140.0,Male,Yes,31.0,No,Engineer,5.0,Average,3.0,3.0,8.954,4.349,3.371,1.506,A
460980.0,Male,No,26.0,No,Entertainment,1.0,Low,3.0,3.0,13.159,4.336,3.396,0.469,D
464666.0,Male,Yes,41.0,Yes,Entertainment,2.0,Average,3.0,4.0,5.645,-1.812,10.24,6.849,D
464236.0,Female,Yes,62.0,Yes,Artist,1.0,High,2.0,6.0,5.098,6.648,1.259,-2.115,B
466898.0,Male,Yes,45.0,Yes,Executive,0.0,High,4.0,6.0,-0.805,5.566,3.345,0.173,B
462736.0,Female,Yes,28.0,No,Engineer,6.0,Low,3.0,6.0,6.366,6.685,3.406,7.7,A
467952.0,Female,Yes,89.0,Yes,Lawyer,0.0,High,2.0,6.0,8.365,4.002,13.171,13.243,C
461399.0,Male,No,20.0,No,Healthcare,0.0,average,4.0,6.0,13.396,8.252,2.228,3.943,D
466320.0,Female,No,40.0,Yes,,9.0,Low,2.0,4.0,-1.043,8.447,4.53,0.845,B
465142.0,Male,No,23.0,No,Healthcare,0.0,Low,4.0,6.0,8.856,4.213,6.135,2.181,D
460334.0,Male,No,41.0,Yes,Artist,4.0,Low,1.0,6.0,6.277,3.672,6.375,4.292,A
460745.0,Male,Yes,78.0,No,Lawyer,1.0,High,2.0,6.0,4.314,3.685,1.896,1.166,A
459812.0,Female,No,43.0,Yes,Engineer,0.0,Low,1.0,3.0,4.335,5.547,6.185,2.134,A
465197.0,Female,Yes,57.0,Yes,Artist,0.0,High,4.0,6.0,11.18,5.563,4.069,11.649,C
462068.0,Male,Yes,55.0,Yes,Executive,1.0,High,3.0,6.0,12.558,12.021,9.347,15.01,C
463592.0,Female,No,27.0,Yes,Engineer,11.0,Low,1.0,6.0,0.101,2.28,5.826,-1.023,B
467352.0,Male,Yes,51.0,Yes,Executive,1.0,High,4.0,6.0,14.282,9.407,14.628,7.856,C
465030.0,Male,Yes,35.0,Yes,Executive,9.0,High,4.0,6.0,6.94,7.726,8.015,9.27,C
462095.0,Male,Yes,49.0,Yes,Entertainment,1.0,average,3.0,1.0,7.476,3.336,3.67,3.572,A
460248.0,Female,No,33.0,Yes,Healthcare,7.0,Low,2.0,6.0,6.189,2.065,5.563,5.011,D
464286.0,Female,Yes,60.0,Yes,Artist,1.0,Average,2.0,6.0,14.232,9.823,15.04,4.963,C
464248.0,Male,Yes,52.0,Yes,Artist,8.0,Low,3.0,6.0,12.851,13.787,9.67,11.907,C
,Female,No,42.0,Yes,Artist,1.0,Low,2.0,5.0,11.28,2.963,22.15,7.551,C
462710.0,Female,No,28.0,Yes,Marketing,2.0,Low,3.0,6.0,2.25,4.183,6.085,0.531,D
462731.0,Female,Yes,43.0,Yes,Artist,5.0,High,3.0,6.0,2.71,5.121,3.353,7.724,B
464475.0,Male,No,25.0,Yes,Healthcare,0.0,Low,4.0,6.0,12.775,5.093,4.177,5.512,C
466899.0,Female,Yes,51.0,Yes,Artist,,average,2.0,6.0,12.88,6.671,7.801,7.402,C
460108.0,Male,Yes,42.0,Yes,Artist,1.0,average,3.0,2.0,13.733,1.175,7.744,5.518,C
460606.0,Male,No,20.0,No,Healthcare,,Low,5.0,7.0,16.091,4.099,9.379,10.38,D
459096.0,Male,,80.0,No,Lawyer,0.0,Low,1.0,6.0,7.547,6.212,2.497,0.469,A
467942.0,Female,Yes,41.0,Yes,Artist,1.0,High,4.0,2.0,11.2,9.193,10.194,7.509,C
463264.0,Female,Yes,71.0,Yes,Lawyer,0.0,Low,2.0,6.0,7.896,5.034,16.679,6.191,C
462089.0,Female,Yes,42.0,Yes,Artist,0.0,Average,2.0,6.0,18.935,8.715,5.737,7.773,C
467756.0,Male,Yes,56.0,Yes,Artist,1.0,Average,2.0,6.0,13.376,5.953,18.058,8.437,C
461323.0,Female,Yes,41.0,Yes,Healthcare,6.0,Average,2.0,6.0,10.056,11.227,6.449,6.429,C
459563.0,Male,Yes,72.0,Yes,Entertainment,7.0,Low,2.0,6.0,7.808,8.929,8.622,5.44,A
467602.0,Female,No,30.0,No,,1.0,Low,4.0,6.0,11.727,-0.497,-2.149,4.122,D
462562.0,Female,No,25.0,Yes,Entertainment,0.0,Low,6.0,2.0,14.134,6.123,1.334,17.911,C
461588.0,Male,No,33.0,Yes,Marketing,0.0,Low,4.0,2.0,4.29,10.422,10.923,1.136,D
465691.0,Male,No,26.0,Yes,Artist,,Low,,4.0,6.711,6.654,5.286,5.916,A
460894.0,Male,Yes,38.0,No,Executive,5.0,High,3.0,6.0,3.874,5.283,6.227,4.155,A
459151.0,Male,Yes,60.0,Yes,Lawyer,9.0,average,2.0,6.0,-0.03,7.953,7.825,1.304,B
466417.0,Female,Yes,79.0,No,Lawyer,1.0,High,3.0,6.0,6.055,6.102,7.897,-0.508,A
466837.0,Female,No,38.0,Yes,Marketing,9.0,Low,4.0,5.0,6.392,7.63,2.686,3.756,D
466918.0,Male,Yes,56.0,Yes,Artist,1.0,,1.0,6.0,13.131,-0.692,1.731,9.46,C
464133.0,Male,Yes,73.0,No,Homemaker,2.0,Low,1.0,6.0,-0.69,4.18,6.078,1.555,A
466101.0,Female,No,22.0,No,Healthcare,0.0,Low,7.0,6.0,10.776,3.29,7.981,1.527,D
464289.0,Male,Yes,42.0,No,Marketing,1.0,average,3.0,6.0,9.726,1.775,7.276,2.564,A
461936.0,Male,Yes,72.0,No,Lawyer,0.0,High,2.0,,8.61,3.231,1.203,3.531,B
459301.0,Female,No,33.0,Yes,Healthcare,0.0,average,3.0,6.0,12.882,6.255,7.199,8.513,C
462284.0,Male,Yes,53.0,Yes,Executive,1.0,Average,4.0,6.0,1.375,1.313,6.324,-6.152,B
463290.0,Female,No,25.0,No,Healthcare,1.0,Low,5.0,6.0,5.309,0.265,1.89,3.841,B
462413.0,Male,Yes,46.0,Yes,Artist,0.0,average,3.0,6.0,8.22,-2.495,13.963,7.493,C
466814.0,Male,No,18.0,No,Healthcare,0.0,Low,3.0,6.0,10.602,1.114,2.021,4.515,D
460996.0,Female,No,60.0,Yes,Engineer,1.0,Low,1.0,6.0,9.255,8.409,4.268,3.64,A
459714.0,Male,No,22.0,No,Doctor,2.0,Low,4.0,6.0,9.364,5.078,7.973,11.31,C
464829.0,Male,No,22.0,No,Healthcare,9.0,Low,5.0,4.0,9.655,5.606,2.224,-2.154,D
467474.0,Male,No,18.0,No,Healthcare,3.0,Low,5.0,6.0,13.062,-4.52,10.001,6.493,D
466134.0,Male,Yes,39.0,Yes,Doctor,0.0,High,3.0,6.0,13.052,8.606,14.632,15.062,C
460496.0,Male,No,19.0,No,Healthcare,7.0,Low,5.0,3.0,7.476,3.339,-2.283,3.895,D
461995.0,Female,No,30.0,No,Artist,7.0,Low,1.0,6.0,4.128,5.772,5.064,3.225,A
466798.0,Male,No,23.0,No,Healthcare,4.0,Low,5.0,6.0,6.735,7.104,1.483,4.178,D
,Male,No,23.0,No,Healthcare,1.0,Low,7.0,3.0,8.102,1.476,13.525,6.258,D
459306.0,Female,No,48.0,Yes,Artist,4.0,Low,1.0,6.0,11.161,6.719,7.859,17.624,C
464919.0,Male,Yes,39.0,Yes,Artist,9.0,Low,1.0,4.0,6.82,5.437,9.797,4.799,A
461798.0,Female,No,56.0,Yes,Artist,0.0,Low,1.0,6.0,5.22,2.966,4.368,3.508,A
466987.0,Male,Yes,63.0,No,Artist,5.0,Average,2.0,6.0,6.978,1.87,13.285,6.542,C
459329.0,Female,Yes,71.0,No,Engineer,1.0,average,4.0,3.0,4.875,3.382,5.461,1.721,A
465174.0,Female,Yes,70.0,Yes,Entertainment,1.0,High,2.0,6.0,4.798,7.649,-0.166,0.369,B
460979.0,Male,Yes,84.0,No,Lawyer,1.0,Low,1.0,6.0,4.079,6.396,7.57,4.079,A
465272.0,Male,Yes,39.0,Yes,Executive,0.0,High,6.0,6.0,15.985,15.576,8.823,3.231,C
460463.0,Male,Yes,42.0,Yes,Artist,6.0,Low,4.0,3.0,6.61,5.397,5.45,2.831,A
460246.0,Male,Yes,46.0,Yes,Artist,4.0,Low,2.0,6.0,-0.068,6.119,-1.66,1.812,B
463423.0,Male,Yes,,No,Executive,0.0,Average,3.0,6.0,2.398,5.521,2.437,-3.01,B
466992.0,Female,Yes,55.0,No,Artist,0.0,Low,3.0,6.0,11.993,4.097,10.703,14.679,C
,Male,Yes,42.0,Yes,Engineer,1.0,Low,2.0,6.0,6.607,4.944,2.276,3.095,A
463615.0,Female,Yes,58.0,Yes,Artist,,Average,2.0,6.0,13.384,6.006,8.41,4.161,C
,Female,Yes,88.0,Yes,Lawyer,1.0,Low,1.0,6.0,9.403,1.674,3.68,4.298,D
464997.0,Male,Yes,43.0,Yes,Artist,5.0,Average,2.0,6.0,1.966,12.654,0.881,-2.578,B
462255.0,Male,Yes,,Yes,,1.0,High,3.0,6.0,14.059,7.471,4.748,12.328,C
460734.0,Male,Yes,35.0,Yes,Entertainment,8.0,Average,,2.0,7.622,0.744,10.775,0.682,D
462616.0,Male,No,30.0,No,Healthcare,0.0,Low,5.0,4.0,11.757,3.9,1.238,2.734,D
460968.0,Male,Yes,30.0,No,,11.0,Average,2.0,3.0,3.302,5.899,-0.704,3.101,A
465235.0,Male,Yes,46.0,Yes,Healthcare,1.0,High,3.0,6.0,13.755,5.195,9.518,3.854,C
461818.0,Female,Yes,43.0,Yes,Artist,2.0,Average,2.0,6.0,13.483,11.045,14.664,11.999,C
463171.0,Female,Yes,,No,Entertainment,1.0,average,3.0,3.0,6.012,5.527,2.149,5.963,A
460776.0,Female,Yes,47.0,Yes,,2.0,Low,1.0,0.0,7.179,2.216,9.924,8.246,D
461634.0,Male,Yes,63.0,Yes,Entertainment,1.0,Low,1.0,6.0,5.655,4.62,3.075,8.709,A
462150.0,Male,Yes,35.0,Yes,Artist,7.0,Low,2.0,6.0,15.083,10.582,17.734,8.664,C
461503.0,Female,No,31.0,Yes,Artist,9.0,Low,2.0,6.0,8.158,1.176,3.923,5.449,B
464408.0,Female,Yes,45.0,Yes,Artist,,average,,4.0,19.165,10.238,20.389,5.34,C
463163.0,Male,No,26.0,No,Executive,2.0,Low,2.0,3.0,7.488,9.353,-3.366,3.313,D
462358.0,Male,Yes,37.0,No,Doctor,4.0,Average,2.0,6.0,7.156,4.943,5.585,2.484,A
460647.0,Female,Yes,26.0,No,Doctor,1.0,Average,2.0,4.0,11.272,5.461,5.583,3.013,D
464888.0,Male,Yes,37.0,No,Entertainment,0.0,Low,5.0,4.0,3.846,5.45,2.151,5.113,A
461652.0,Female,Yes,53.0,Yes,Artist,1.0,average,3.0,6.0,,9.293,6.681,13.09,C
467062.0,Female,No,55.0,Yes,Artist,1.0,Low,1.0,3.0,5.46,3.915,4.196,1.395,A
467157.0,Male,Yes,42.0,Yes,Executive,9.0,average,6.0,7.0,11.563,3.257,2.633,1.851,B
462509.0,Female,Yes,46.0,Yes,Artist,0.0,Average,2.0,,7.363,10.452,13.821,11.344,C
459469.0,Male,Yes,30.0,Yes,Healthcare,,Low,6.0,6.0,3.922,5.119,4.617,4.914,A
465499.0,Male,No,63.0,Yes,,0.0,Low,1.0,6.0,4.992,3.214,5.528,3.455,A
464913.0,Male,Yes,52.0,Yes,Entertainment,0.0,Low,4.0,,-1.378,4.195,-0.521,3.081,B
465969.0,Female,No,28.0,Yes,Doctor,12.0,Low,2.0,7.0,6.397,2.486,8.536,3.705,D
464922.0,Female,No,20.0,No,Healthcare,0.0,average,5.0,4.0,6.171,1.891,1.713,7.601,D
463022.0,Male,Yes,60.0,Yes,Executive,4.0,High,3.0,6.0,7.888,9.594,6.022,12.843,C
464704.0,Male,Yes,42.0,Yes,Healthcare,0.0,Average,4.0,4.0,8.816,6.645,-1.616,4.873,B
462345.0,Male,Yes,46.0,Yes,Doctor,1.0,Average,6.0,4.0,8.173,7.235,8.82,5.871,B
461439.0,Male,Yes,37.0,Yes,Artist,1.0,Average,2.0,6.0,10.981,3.632,14.677,17.221,C
461599.0,Female,No,42.0,Yes,Artist,8.0,Low,1.0,6.0,,5.596,2.716,1.475,B
465705.0,Female,Yes,46.0,Yes,Artist,1.0,average,4.0,,5.058,4.609,7.611,13.371,C
461043.0,Male,Yes,49.0,No,Healthcare,0.0,Low,7.0,4.0,4.193,12.58,4.762,1.143,D
467551.0,Female,Yes,89.0,No,Lawyer,0.0,High,2.0,6.0,2.563,0.79,-3.789,-0.785,B
464053.0,Female,Yes,38.0,No,Entertainment,4.0,Low,1.0,6.0,5.63,8.795,3.713,6.044,B
459282.0,Male,Yes,48.0,Yes,Artist,0.0,Average,2.0,6.0,14.744,2.915,17.182,0.469,C
461649.0,Female,Yes,51.0,Yes,Artist,3.0,Low,4.0,6.0,1.349,7.989,3.912,-2.028,B
464389.0,Male,Yes,73.0,Yes,Artist,1.0,High,2.0,2.0,9.575,3.913,11.097,3.16,C
464293.0,Male,No,30.0,Yes,Healthcare,1.0,Low,4.0,,13.686,4.595,17.281,3.763,C
461739.0,Female,Yes,46.0,Yes,Artist,1.0,Low,,6.0,21.353,8.353,14.997,2.37,C
465320.0,Female,Yes,65.0,Yes,Lawyer,1.0,Average,2.0,6.0,4.387,7.88,8.66,2.335,B
463707.0,Female,No,36.0,No,Artist,0.0,Low,1.0,5.0,1.937,4.095,0.382,-2.253,B
465436.0,Female,No,25.0,Yes,Healthcare,0.0,Low,3.0,5.0,0.05,2.93,5.397,1.828,B
464562.0,Female,No,31.0,No,,8.0,Low,3.0,6.0,8.428,1.358,-1.11,-2.277,D
465078.0,Male,Yes,43.0,Yes,Executive,0.0,High,4.0,6.0,6.624,5.006,3.765,-1.645,B
460568.0,Female,Yes,33.0,Yes,Homemaker,0.0,High,2.0,3.0,14.42,-1.443,8.184,5.07,C
459636.0,Male,No,30.0,Yes,Entertainment,14.0,Low,1.0,6.0,7.53,0.143,6.775,2.864,D
466445.0,Female,,21.0,No,Healthcare,,Low,4.0,6.0,16.602,5.17,15.069,2.956,D
460129.0,Female,No,25.0,Yes,Engineer,8.0,Low,2.0,6.0,8.608,6.044,6.757,2.08,A
465373.0,Male,Yes,49.0,Yes,Artist,4.0,Average,4.0,6.0,16.023,7.844,12.929,8.588,C
463966.0,Female,No,31.0,Yes,Artist,9.0,Low,1.0,6.0,-0.085,6.175,4.205,0.023,B
465467.0,Male,,33.0,No,Healthcare,1.0,Low,3.0,6.0,11.937,9.754,0.64,15.888,C
,Female,No,,Yes,Doctor,14.0,Low,8.0,6.0,10.052,11.799,11.78,8.752,C
465954.0,Female,No,33.0,Yes,Entertainment,11.0,Low,3.0,6.0,4.736,4.414,8.048,5.564,A
465153.0,Male,Yes,35.0,Yes,Artist,1.0,Average,2.0,6.0,4.723,7.941,7.456,1.228,A
466502.0,Male,No,19.0,No,Healthcare,1.0,Low,5.0,3.0,14.02,5.999,2.134,6.482,D
,Female,Yes,25.0,No,Marketing,0.0,average,5.0,4.0,9.189,-3.907,10.07,2.703,D
464993.0,Male,Yes,57.0,No,Executive,4.0,High,4.0,6.0,11.806,12.113,13.139,9.398,C
463103.0,Male,Yes,,No,Executive,1.0,Average,4.0,6.0,3.784,2.87,4.864,1.177,B
,Female,Yes,47.0,No,Homemaker,3.0,High,3.0,6.0,1.077,6.815,6.642,-1.961,B
466521.0,Male,Yes,20.0,,Marketing,1.0,Average,3.0,3.0,8.102,3.017,4.84,4.401,A
464288.0,Female,No,33.0,Yes,Doctor,9.0,Low,2.0,6.0,,5.1,3.753,3.842,A
460240.0,Male,Yes,45.0,Yes,Artist,3.0,Low,1.0,6.0,12.156,1.046,2.501,4.329,C
459188.0,Male,No,27.0,No,Healthcare,1.0,Low,3.0,6.0,5.475,9.6,14.124,8.485,C
465411.0,Female,Yes,38.0,Yes,Engineer,0.0,Low,1.0,5.0,11.344,-1.053,15.369,5.699,D
465595.0,Female,No,38.0,No,Engineer,0.0,Low,3.0,4.0,9.337,2.494,15.479,18.592,C
466021.0,Male,No,87.0,No,Lawyer,1.0,Low,1.0,6.0,7.871,5.498,6.912,3.674,A
461831.0,Male,No,30.0,Yes,Doctor,0.0,Low,3.0,6.0,18.057,-4.046,11.203,10.691,C
462556.0,Male,Yes,57.0,Yes,Entertainment,0.0,Average,7.0,5.0,5.342,2.39,19.171,14.39,C
467321.0,Female,Yes,63.0,Yes,Artist,9.0,Low,2.0,6.0,21.677,6.653,5.856,5.484,C
459327.0,Male,No,50.0,No,Doctor,9.0,Low,3.0,6.0,7.53,-4.254,11.971,8.137,D
461626.0,Male,Yes,68.0,Yes,Executive,0.0,High,2.0,6.0,16.782,5.38,13.45,5.327,C
,Female,Yes,33.0,No,Entertainment,1.0,Low,2.0,3.0,7.724,4.323,1.898,8.177,A
467615.0,Female,Yes,37.0,Yes,Doctor,0.0,,2.0,6.0,7.191,3.212,6.243,1.71,A
463597.0,Female,No,25.0,No,Engineer,0.0,Low,6.0,6.0,17.72,3.445,5.245,7.573,C
463784.0,Female,No,29.0,No,Engineer,0.0,Low,5.0,4.0,5.166,2.16,5.659,4.715,A
459513.0,Female,No,32.0,Yes,Healthcare,3.0,Low,2.0,6.0,7.283,6.57,13.02,11.158,C
465804.0,Female,Yes,68.0,No,Engineer,0.0,average,1.0,4.0,5.885,7.145,7.153,2.943,A
465103.0,Male,Yes,86.0,Yes,Lawyer,1.0,High,2.0,6.0,5.142,8.013,6.84,3.061,A
464007.0,Male,Yes,49.0,Yes,Artist,0.0,Low,3.0,6.0,4.727,-0.884,1.322,-1.416,B
,Female,Yes,32.0,Yes,Homemaker,12.0,High,2.0,6.0,13.706,9.967,5.865,-6.914,D
461359.0,Male,Yes,28.0,Yes,Healthcare,1.0,Low,4.0,7.0,10.842,2.435,9.243,9.078,D
,Female,No,26.0,Yes,Homemaker,9.0,Low,,6.0,15.0,7.746,9.24,9.877,D
465014.0,Male,Yes,83.0,No,Lawyer,1.0,average,1.0,6.0,4.835,3.74,6.483,4.09,A
459100.0,Female,No,63.0,Yes,Artist,14.0,Low,1.0,6.0,3.576,4.335,-0.33,6.391,B
464083.0,Male,Yes,65.0,No,Lawyer,0.0,High,2.0,6.0,16.299,6.329,11.71,3.639,C
464552.0,Female,Yes,38.0,Yes,Artist,1.0,Average,3.0,4.0,20.832,6.556,9.123,14.888,C
460218.0,Male,Yes,61.0,Yes,Entertainment,1.0,Low,1.0,6.0,10.763,7.253,1.123,6.128,D
,Female,Yes,46.0,Yes,Artist,8.0,Low,2.0,6.0,-1.05,1.97,11.391,1.42,B
467171.0,Female,No,30.0,Yes,Doctor,1.0,Low,2.0,6.0,8.768,8.945,7.664,11.769,C
464809.0,Male,Yes,46.0,,Entertainment,,Average,5.0,4.0,3.852,-1.074,5.967,0.875,B
463008.0,Male,No,53.0,No,Entertainment,1.0,Low,,6.0,6.209,7.035,-0.809,6.55,A
464023.0,Male,No,22.0,No,Healthcare,0.0,Low,5.0,7.0,5.216,-0.533,13.233,5.583,D
467929.0,Female,Yes,42.0,Yes,Artist,1.0,Average,2.0,6.0,11.895,1.503,9.677,5.017,C
461049.0,Female,Yes,57.0,Yes,Doctor,0.0,Low,7.0,7.0,5.361,4.556,1.167,1.039,B
465049.0,Female,Yes,49.0,No,Engineer,6.0,Low,2.0,6.0,4.326,4.751,4.62,3.846,A
460751.0,Female,No,25.0,No,Artist,1.0,Low,3.0,6.0,9.598,1.204,7.83,-2.386,D
461690.0,Female,No,31.0,Yes,Engineer,0.0,Low,1.0,4.0,8.132,3.394,7.173,3.275,A
464084.0,Male,No,25.0,No,Healthcare,1.0,Low,5.0,4.0,8.496,2.84,7.102,6.569,D
465644.0,Male,No,33.0,Yes,Healthcare,0.0,Low,5.0,6.0,27.02,7.665,4.769,7.371,C
459470.0,Male,No,29.0,Yes,Healthcare,9.0,Low,6.0,6.0,10.303,7.836,3.072,11.606,D
462700.0,Male,Yes,38.0,Yes,Artist,0.0,Average,4.0,6.0,-1.335,3.711,2.366,2.054,B
465067.0,Male,Yes,62.0,Yes,Executive,8.0,average,2.0,6.0,18.637,3.098,11.646,9.473,C
464247.0,Male,Yes,59.0,No,Engineer,0.0,Low,1.0,6.0,7.368,6.923,1.957,8.11,A
459465.0,Female,Yes,,Yes,,3.0,Low,5.0,6.0,4.551,3.753,7.051,-3.216,B
463894.0,Female,Yes,,Yes,Artist,0.0,Average,3.0,2.0,10.923,15.114,16.805,11.74,C
466089.0,Male,No,59.0,No,Entertainment,0.0,Low,3.0,6.0,3.217,5.887,4.083,-2.397,B
459355.0,Female,Yes,78.0,No,Homemaker,,Low,1.0,6.0,8.718,6.515,3.695,4.427,A
,Female,No,37.0,Yes,Artist,12.0,average,,,7.985,3.289,5.203,0.466,A
459054.0,Male,Yes,37.0,Yes,Executive,9.0,High,4.0,6.0,17.616,7.437,8.323,10.69,C
463609.0,Male,Yes,30.0,No,Artist,0.0,average,2.0,5.0,2.922,7.368,3.495,3.777,A
466260.0,Male,Yes,43.0,Yes,Entertainment,0.0,Average,,6.0,2.645,5.562,8.373,1.296,B
464283.0,Male,No,40.0,Yes,Artist,5.0,Low,2.0,6.0,6.057,8.997,8.129,3.375,A
465646.0,Female,No,40.0,Yes,Artist,6.0,Low,2.0,6.0,4.539,4.7,10.062,-1.052,B
461103.0,Female,No,30.0,No,Engineer,1.0,Low,5.0,3.0,12.354,-0.048,0.859,4.755,D
464378.0,Female,Yes,40.0,Yes,Artist,9.0,average,2.0,6.0,4.702,1.551,7.674,5.523,B
462661.0,Female,Yes,62.0,Yes,Artist,2.0,High,3.0,6.0,11.612,5.611,6.949,8.24,C
460266.0,Male,No,22.0,No,Healthcare,0.0,Low,8.0,6.0,8.785,1.555,3.552,5.016,D
462983.0,Female,Yes,66.0,Yes,Lawyer,1.0,High,2.0,6.0,4.765,3.151,5.088,3.726,A
459022.0,Male,Yes,67.0,Yes,Artist,10.0,Low,1.0,6.0,7.717,6.924,12.684,0.009,D
463231.0,Male,Yes,50.0,Yes,Artist,1.0,Average,3.0,,5.032,5.494,3.118,4.129,A
465863.0,Male,No,27.0,No,Healthcare,5.0,Low,3.0,6.0,2.01,6.541,6.391,0.892,D
463557.0,Male,No,28.0,Yes,Doctor,1.0,Low,3.0,6.0,7.417,3.233,0.893,3.958,A
467636.0,Male,Yes,45.0,Yes,Doctor,1.0,average,2.0,6.0,3.736,10.867,8.752,2.382,C
463539.0,Male,Yes,59.0,Yes,Artist,1.0,Average,2.0,4.0,4.783,4.732,2.998,2.59,B
459633.0,Male,No,19.0,No,Healthcare,1.0,Low,2.0,6.0,5.617,1.576,-4.702,2.677,D
